Series_Title,Released_Year,IMDB_Rating,Genre,Overview,Actors
The Hangover,2009,7.3,Comedy,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.","Bradley Cooper, Phil Wenneck, Ed Helms, Stu Price, Zach Galifianakis, Alan Garner, Justin Bartha, Doug Billings, Heather Graham, Jade, Sasha Barrese, Tracy Garner, Jeffrey Tambor, Sid Garner, Ken Jeong, Mr. Chow, Rachael Harris, Melissa"
The Lion King,2019,7.1,"Adventure, Drama, Family","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.","Chiwetel Ejiofor, Scar (voice), John Oliver, Zazu (voice), James Earl Jones, Mufasa (voice), John Kani, Rafiki (voice), Alfre Woodard, Sarabi (voice), JD McCrary, Young Simba (voice), Shahadi Wright Joseph, Young Nala (voice), Penny Johnson Jerald, Sarafina (voice), Keegan-Michael Key, Kamari (voice)"
The Lion King,2019,7.1,"Adventure, Drama, Family","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.","Chiwetel Ejiofor, Scar (voice), John Oliver, Zazu (voice), James Earl Jones, Mufasa (voice), John Kani, Rafiki (voice), Alfre Woodard, Sarabi (voice), JD McCrary, Young Simba (voice), Shahadi Wright Joseph, Young Nala (voice), Penny Johnson Jerald, Sarafina (voice), Keegan-Michael Key, Kamari (voice)"
Inception,2010,8.4,"Action, Science Fiction, Adventure","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Leonardo DiCaprio, Dom Cobb, Joseph Gordon-Levitt, Arthur, Ken Watanabe, Saito, Tom Hardy, Eames, Elliot Page, Ariadne, Dileep Rao, Yusuf, Cillian Murphy, Robert Fischer, Jr., Tom Berenger, Peter Browning, Marion Cotillard, Mal Cobb"
The Lord of the Rings: The Fellowship of the Ring,2001,8.4,"Adventure, Fantasy, Action","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Elijah Wood, Frodo, Ian McKellen, Gandalf, Liv Tyler, Arwen, Viggo Mortensen, Aragorn, Sean Astin, Sam, Sean Bean, Boromir, Cate Blanchett, Galadriel, John Rhys-Davies, Gimli, Billy Boyd, Pippin"
Finding Nemo,2003,7.8,"Animation, Family","Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","Albert Brooks, Marlin (voice), Ellen DeGeneres, Dory (voice), Alexander Gould, Nemo (voice), Willem Dafoe, Gill (voice), Brad Garrett, Bloat (voice), Allison Janney, Peach (voice), Austin Pendleton, Gurgle (voice), Stephen Root, Bubbles (voice), Vicki Lewis, Deb / Flo (voice)"
Ben-Hur,2016,5.7,"Action, History, Adventure, Drama",A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,"Jack Huston, Judah Ben-Hur, Pilou Asbæk, Pontius Pilate, Rodrigo Santoro, Jésus Christ, Morgan Freeman, Sheik Ilderim, Ayelet Zurer, Naomi Ben-Hur, Toby Kebbell, Messala Severus, Nazanin Boniadi, Esther, Sofia Black-D'Elia, Tirzah Ben-Hur, Marwan Kenzari, Druses"
Ben-Hur,2016,5.7,"Action, History, Adventure, Drama",A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,"Jack Huston, Judah Ben-Hur, Pilou Asbæk, Pontius Pilate, Rodrigo Santoro, Jésus Christ, Morgan Freeman, Sheik Ilderim, Ayelet Zurer, Naomi Ben-Hur, Toby Kebbell, Messala Severus, Nazanin Boniadi, Esther, Sofia Black-D'Elia, Tirzah Ben-Hur, Marwan Kenzari, Druses"
Captain America: Civil War,2016,7.4,"Adventure, Action, Science Fiction","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","Chris Evans, Steve Rogers / Captain America, Robert Downey Jr., Tony Stark / Iron Man, Scarlett Johansson, Natasha Romanoff / Black Widow, Sebastian Stan, James 'Bucky' Barnes / Winter Soldier, Anthony Mackie, Sam Wilson / Falcon, Don Cheadle, Lieutenant James 'Rhodey' Rhodes / War Machine, Jeremy Renner, Clint Barton / Hawkeye, Chadwick Boseman, T'Challa / Black Panther, Paul Bettany, Vision"
Up,2009,7.9,"Animation, Comedy, Family, Adventure","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.","Ed Asner, Carl Fredricksen (voice), Christopher Plummer, Charles F. Muntz (voice), Jordan Nagai, Russell (voice), Bob Peterson, Dug / Alpha (voice), Delroy Lindo, Beta (voice), Jerome Ranft, Gamma (voice), John Ratzenberger, Construction Foreman Tom (voice), David Kaye, Newsreel Announcer (voice), Elie Docter, Young Ellie (voice)"
Toy Story 2,1999,7.6,"Animation, Comedy, Family","Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","Tom Hanks, Woody (voice), Tim Allen, Buzz Lightyear (voice), Joan Cusack, Jessie the Yodeling Cowgirl (voice), Kelsey Grammer, Stinky Pete the Prospector (voice), Don Rickles, Mr. Potato Head (voice), Jim Varney, Slinky Dog (voice), Wallace Shawn, Rex the Green Dinosaur (voice), John Ratzenberger, Hamm the Piggy Bank (voice), Annie Potts, Bo Peep (voice)"
Hidden Figures,2017,8.1,"Drama, History","The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.","Taraji P. Henson, Katherine G. Johnson, Octavia Spencer, Dorothy Vaughan, Janelle Monáe, Mary Jackson, Kevin Costner, Al Harrison, Kirsten Dunst, Vivian Mitchell, Jim Parsons, Paul Stafford, Mahershala Ali, Jim Johnson, Glen Powell, John Glenn, Ariana Neal, Joylette Johnson"
Deadpool 2,2018,7.5,"Action, Comedy, Adventure",Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,"Ryan Reynolds, Wade Wilson / Deadpool / Juggernaut (voice) / Ryan Reynolds, Josh Brolin, Nathan Summers / Cable, Morena Baccarin, Vanessa Carlysle, Julian Dennison, Russell Collins / Firefist, Zazie Beetz, Neena Thurman / Domino, T.J. Miller, Jack Hammer / Weasel, Leslie Uggams, Blind Al, Karan Soni, Dopinder, Brianna Hildebrand, Ellie Phimister / Negasonic Teenage Warhead"
Togo,2022,6.6,"Crime, Drama","Togo just wants to watch his neighbors' homes, wash their cars and clean up their sidewalks. But the drug traffickers want more from him.","Diego Alonso, Togo, Tito Prieto, , Catalina Arrillaga, , Luis Alberto Acosta, , Marcos Da Costa, , José Pagano, , Sabrina Valiente, , Federico Morosini, "
The Exorcist,2001,7.7,Horror,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.","Ellen Burstyn, Chris MacNeil, Linda Blair, Regan Teresa MacNeil, Jason Miller, Father Damien Karras, Max von Sydow, Father Lankester Merrin, Lee J. Cobb, Lt. William F. Kinderman, Kitty Winn, Sharon Spencer, Jack MacGowran, Burke Dennings, William O'Malley, Father Joseph Dyer, Barton Heyman, Dr. Samuel Klein"
Kingsman: The Secret Service,2015,7.6,"Crime, Comedy, Action, Adventure",The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,"Taron Egerton, Gary 'Eggsy' Unwin, Colin Firth, Harry Hart / Galahad, Samuel L. Jackson, Valentine, Mark Strong, Merlin, Sophie Cookson, Roxy, Sofia Boutella, Gazelle, Michael Caine, Arthur, Mark Hamill, Professor Arnold, Samantha Womack, Michelle Unwin"
The Lord of the Rings: The Return of the King,2003,8.5,"Adventure, Fantasy, Action","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.","Elijah Wood, Frodo, Ian McKellen, Gandalf, Liv Tyler, Arwen, Viggo Mortensen, Aragorn, Sean Astin, Sam, Andy Serkis, Gollum / Sméagol, Cate Blanchett, Galadriel, John Rhys-Davies, Gimli / Treebeard (voice), Bernard Hill, Théoden"
Soul,2020,8.2,"Animation, Family, Comedy, Fantasy, Drama","Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.","Jamie Foxx, Joe Gardner (voice), Tina Fey, 22 (voice), Graham Norton, Moonwind (voice), Rachel House, Terry (voice), Alice Braga, Counselor Jerry (voice), Richard Ayoade, Counselor Jerry (voice), Phylicia Rashād, Libba Gardner (voice), Donnell Rawlings, Dez (voice), Questlove, Curly (voice)"
The Dark Knight,2008,8.5,"Drama, Action, Crime, Thriller","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","Christian Bale, Bruce Wayne / Batman, Heath Ledger, Joker, Michael Caine, Alfred Pennyworth, Gary Oldman, James Gordon, Aaron Eckhart, Harvey Dent / Two-Face, Maggie Gyllenhaal, Rachel Dawes, Morgan Freeman, Lucius Fox, Nestor Carbonell, Anthony Garcia, Monique Gabriela Curnen, Anna Ramirez"
Toy Story 4,2019,7.5,"Family, Adventure, Animation, Comedy, Fantasy","Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.","Tom Hanks, Woody (voice), Tim Allen, Buzz Lightyear (voice), Annie Potts, Bo Peep (voice), Tony Hale, Forky (voice), Keegan-Michael Key, Ducky (voice), Madeleine McGraw, Bonnie (voice), Christina Hendricks, Gabby Gabby (voice), Jordan Peele, Bunny (voice), Keanu Reeves, Duke Caboom (voice)"
Toy Story 3,2010,7.8,"Animation, Family, Comedy","Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.","Tom Hanks, Woody (voice), Tim Allen, Buzz Lightyear (voice), Joan Cusack, Jessie (voice), Don Rickles, Mr. Potato Head (voice), Wallace Shawn, Rex (voice), John Ratzenberger, Hamm (voice), Estelle Harris, Mrs. Potato Head (voice), Blake Clark, Slinky Dog (voice), Jeff Pidgeon, Aliens (voice)"
The Green Mile,2000,8.5,"Fantasy, Drama, Crime","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.","Tom Hanks, Paul Edgecomb, David Morse, Brutus ""Brutal"" Howell, Bonnie Hunt, Jan Edgecomb, Michael Clarke Duncan, John Coffey, James Cromwell, Warden Hal Moores, Michael Jeter, Eduard Delacroix, Graham Greene, Arlen Bitterbuck, Doug Hutchison, Percy Wetmore, Sam Rockwell, 'Wild Bill' Wharton"
Mulan,2020,6.9,"Adventure, Fantasy, Drama, Action","When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.","Liu Yifei, Hua Mulan/花木兰, Donnie Yen, Commander Tung, Gong Li, Xian Niang, Jet Li, The Emperor, Jason Scott Lee, Böri Khan, Yoson An, Chen Honghui, Tzi Ma, Hua Zhou, Rosalind Chao, Hua Li, Cheng Pei-pei, The Matchmaker"
